Qty,Value,Device,Package,Parts,Description,DATASHEET,MANUFACTURER,MPN
8,0945-0-15-20-09-14-11-0,0945-0-15-20-09-14-11-0,MILL_MAX_0945_SMD,"PIN1, PIN2, PIN3, PIN4, PIN5, PIN6, PIN7, PIN8",Surface Mount Spring-Loaded Pin,https://www.mill-max.com/assets/pdfs/0945.pdf,Mill-Max,0945-0-15-20-09-14-11-0
